proc 0
  put 1ig92z9oqw 3
  put 1lrkobgc7t 8
  put 2gy7fxgf1j 6
  put ku2ve9icu 6
  put 6h2vf9331 8
  put qaq6gqk65 7
  put 4cgrhewq6 3
  put 1nygrdnkpf 9
  put 1cb9fwceda 3
  put 2cyzw0e88g 2
  put 2rcnr1aj9h 5
  put 19pgoliwgw 3
  put 2k128xfy3c 5
  put 1y8xch95ll 4
  put 6m9a07iby 9
  put 2o90kttpcm 7
  put bvaey1d8u 0
  put 8mzrf1lav 0
  put 15wggvatmf 1
  put 2nlq65gyik 2
  put 11rp0ec61g 5
  put a9evde99u 6
  put zcthe27ms 4
  put 19vkg3859u 7
  put 2a2eojagrq 2
  put 1n525tni9g 2
  put fblfculaf 7
  put 21i5bx9og1 8
  put 21n5dph9qp 0
  put 16jie2bpsi 7
  put wiz9tcid8 3
  put n98q7fz05 3
  put qmxgf88qg 6
  put 16j8pqj63k 9
  put 1avd66nf0n 4
  put 2h6xxhk5uv 1
  put 1rbgeqfhjq 9
  put c7q9dag2z 8
  put 19ubowj9ur 2
  put k3p0uhry2 4
  put 1kxxfr9pt6 1
  put 1hpinti6k3 1
  put ybzezye9p 8
  put 1yt4eqnm46 9
  put dzzmu7130 1
  put 1x2rfkz06b 4
  put v3eqxfudg 4
  put lynzfynhn 3
  put 2bwoq5ns8p 0
  put 226yvimt2y 4
  put 1qofyotpj7 2
  put slfvsmjt3 3
  put 24eiyjw9sd 4
  put 15mlkp8i1h 8
  put ochsd88eb 5
  put e6rbxwqzj 7
  put 2oybysjin6 5
  put jkl5ovrh8 5
  put 23ypir9os9 9
  put 2edfqea36 7
  put rfetl3r4j 7
  put 2mgzjv0sq1 9
  put 72pz8y91g 0
  put r0tzhbt63 0
  put 2e1kr8suvr 1
  put 2ip0qghf1v 7
  put w34nb1kl3 8
  put a5vi3zado 2
  put 1eupxcz2h2 4
  put 1894hbmw02 4
  put 2gvzpwaxq1 0
  put iza6a2lv3 9
  put 1d16pk33o6 4
  put jmf7pesrn 4
  put mxv9acx09 3
  put 1ucxrpiof4 7
  put 2iahsi37sb 9
  put v9i0nwjtb 1
  put 23ygjfhpiw 9
  put f2sn2yjes 9
  put 9aadu26nn 7
  put 1s3n1hedo0 4
  put 18fbv92esq 9
  put czpuglzuu 4
  put 2km3hqlbck 8
  put s8bvec1qx 7
  put hu63xg8gk 5
  put 1oeimsyrac 6
  put 2e81p5pjjy 6
  put 2ozqxc7efj 6
  put m940zwcoj 1
  put 1l4yp8olyn 7
  put zg4hr9r05 1
  put ppmtugv7v 8
  put yyxw1va8k 5
  put 1mf2eo7w4l 9
  put 1ybvog5uyw 5
  put 4kbgmkrfr 8
  put 1xml3rry8e 7
  put 1twbuw3kni 7
  put zjbsc0a8e 9
  put 2c3v7tqeti 8
  put wjon1iaaa 9
  put 25eup3gy2d 1
  put 6q9wnvwhw 6
  put 1921qq4z7d 1
  put 15an3oiviv 1
  put 20x0vb19c9 9
  put 1ip4prajjy 8
  put 2fivu3glu0 1
  put 3yikevtrm 2
  put t6vdue9dj 5
  put 1b3gbakkj4 2
  put 8e2ozt38m 3
  put 2labbl4ip 1
  put 7tdl4ucv2 8
  put 18xnuzcq4i 4
  put p5siyvua2 4
  put 163ehrarl3 2
  put u266fy1ly 9
  put 15rye7db73 5
  put exx7lzh6x 0
  put 235yb5tl3b 4
  put lj6k5z8ya 6
  put vku7nxtc8 3
  put 1x4fg8hgky 7
  put 1oa5m4s3l7 0
  put 1h7px72vs4 4
  put 2gu06kmy56 0
  put 1kst53gnpf 2
  put tckcbk43a 3
  put 22401l2q1u 6
  put 1oiag41abe 7
  put b28drpc1e 0
  put 1x0p4270f9 6
  put 1gi94owxdb 9
  put 1c5zzicodh 8
  put mrd2voqa3 6
  put pb8gf1nlf 0
  put 1axrrpcj1p 7
  put 17m5yoc09m 7
  put qvqxubqd1 6
  put 10psot41yk 7
  put 1qmlgkczdm 0
  put 1xnuap1a6g 8
  put 1ghss4ekhf 7
  put 5ne75azmw 4
  put hx5vtcadx 1
  put 9ji6l3z53 3
  put p3iqd2k1c 1
  put bp1stv9ax 9
  put 1odx3cszfi 8
  put 2ork38itds 6
  put 28omlj1gw0 0
  put 2buv45nmxb 4
  put 2arcvxa65y 5
  put jv2u60ok1 5
  put e6f6vb092 3
  put 1ep78f9zdp 7
  put 7gr4jd61w 8
  put 1gfnrelez 0
  put rj0k78kr6 7
  put 2ckmvz5bd 7
  put 2nr65bi6xe 6
  put 20enqk2og7 1
  put 1j8wg2ih3g 2
  put 10bwakd8z 1
  put 289wwcvu2 6
  put niey9b05x 0
  put 4tcuwjn7v 5
  put pfhbyvkar 6
  put 1tqj89jtix 5
  put 2575xgki2p 2
  put 29tcirpim2 8
  put 1pw7vnik14 7
  put 11htvrf6no 4
  put 2rajuppg5v 0
  put lloeugm7x 7
  put 11l2hgcp8n 2
  put 28ukq1sba6 6
  put 1vjrd25749 6
  put 2plqx26zhf 0
  put 2m27kyq0mz 8
  put y29pug2rf 2
  put 2fo1nxuuot 9
  put 2a1wy2i00j 8
  put 1j1bkpzwmc 1
  put 1jv55beltc 1
  put ticyhe7qf 8
  put 1g4nwxabtj 4
  put 136wckvnv2 1
  put oox138dzv 3
  put 2i7hnxa10f 9
  put 2gzdr83rdi 3
  put xyhpx5ltr 7
  put 2o5bsy7fxh 3
  put axq3170rs 2
  put 250hu4cu1y 4
  put 2jzzukew8 9
  put 12wq6azx9f 6
  put khag96eol 4
  put jnqja3iw5 4
  put 14lz7n4gmp 1
  put 1bulm59pr5 8
  put 22cw3v0482 8
  put ucqjbgo2p 0
  put 2g0eibimec 2
  put 1ufl0ifdal 2
  put 7uq29e79w 3
  put 2qsyj21viw 9
  put ymrassf5 9
  put x3lylaob4 8
  put vayckaf5y 4
  put 27xwdzd9u2 6
  put veqh33xkf 9
  put 52yaynlrp 1
  put uu42x2dam 0
  put 29g7sna0xp 1
  put 1fs5jhlf1x 0
  put emgw8nk3u 9
  put g2ytibm6m 3
  put 265jfatz2w 3
  put 1pt4s71q76 0
  put 2cz0cpk2gk 0
  put wo3vnmvsg 7
  put 3e1wm1etn 3
  put 28gd0ydz96 5
  put 2f5gytqlmj 7
  put 22ur3mz9ea 8
  put fosl3urxx 0
  put 10nllk5g0p 3
  put wi6v6iuy4 0
  put z2ado52q 8
  put 2e6ytr456l 7
  put tn225auch 1
  put 1qqlwnqmzo 8
  put 13ayskxb4x 1
  put ftyzvf9n5 1
  put 2hd3usel6r 5
  put 2hfay4icuu 5
  put 2nxunbi2wz 3
  put mkul0sur1 0
  put 1nl4zrmwdp 9
  put ar910957b 6
  put qqhten3ek 3
  put qhmjrsodr 5
  put 21sh22o1ka 7
  put 25bhuw5bxm 5
  put 22udy8uyj3 5
  put 288ezc9pdc 8
  put 2ky5nm5uo9 1
  put i2tbebefc 9
  put ovbeclzax 6
  put sgna9u8gh 7
  put 2o5y6z3yl2 1
  put 2fggzpvh47 1
  put 5882uiiae 7
  put 28mxjfrouh 5
  put wvbsa141w 1
  put 1em8wj0qmz 9
  put uj4i3pb4y 6
  put 1sqfeyzyc9 4
  put 26mejubqee 9
  put 260xnmyigu 9
  put 52qq4km9s 2
  put 2qvjdjp9l6 6
  put x7cws32g3 1
  put 2j5ljqno6c 1
  put 26kpj4o6sn 3
  put 124tbedn67 0
  put 22adr2h3tj 3
  put 25f5umtkuc 5
  put 1zkt8lt8jr 3
  put 2dq8yia60g 1
  put jsbpht0id 5
  put 11zilfjeaj 9
  put 1q7h99yb2c 1
  put 16zbovwgc 9
  put ieb085f1p 7
  put m0vfb5ixk 1
  put 2148wh5x0m 4
  put 1ilx52rnho 9
  put 1aijiguy9k 9
  put kapwkvt50 2
  put 256ywn4mgy 7
  put 2fcbla8diw 1
  put 1z6z4fjlha 4
  put 2ksf5r8ff3 6
  put 2c70ujpzop 7
  put 2n3tkzrkya 3
  put 2429w8tuar 6
  put 1d046nmdv6 9
  put 2re65bchrq 9
  put 14wbzya5ri 5
  put scx0pvtnv 7
  put 2equvnfes2 8
  put 1drm0qp5e9 6
  put 1pkz57lr15 8
  put 2lc21tdkth 4
  put 6s8y1ttkz 7
  put 5bu18mai0 9
  put 2hkvvx9xn9 6
  put 1mdtkys4zo 6
  put 12zypnigd1 1
  put 28kpmj359q 7
  put 1hcdiknm4t 7
  put 1cm5elx9ty 2
  put yv241g5ye 6
  put 14fmutcrrm 9
  put 1l68p0gwxv 3
  put gki2tt88b 2
  put 2dkvxrhu80 7
  put vwc78nbrw 6
  put ry5tptoa5 6
  put 1d3ml34vgf 6
  put 1jzptqgfbq 6
  put 3ka39ke5i 0
  put qzfh9d3xj 7
  put 1v4skn26p6 4
  put 2fy1ghoylm 7
  put 1jh6oo8ia0 2
  put 2jri6sejsj 1
  put 1mvf50bqca 9
  put 1xv89rew6k 4
  put 1do3qaoirs 4
  put jizvy9ruw 2
  put 2579xuz17j 3
  put 2cylz7b5b1 6
  put 2056hbo8s4 1
  put 1rh5xeddjv 2
  put 2o8k7e1096 2
  put ijfw8vl2k 6
  put z0z7gvy1e 0
  put 16smsnm4v3 2
  put 1pzg6kr3c8 3
  put 221tjbw8qs 9
  put 3ooy8lvma 2
  put warn9sly2 1
  put 2f1olzq23w 6
  put 2d9yxe4p8r 1
  put 2gb345gfdz 6
  put 67ubf36ex 0
  put 1i1bbaggnz 0
  put 2ew3a4gd6y 4
  put 1a2niiwijb 4
  put 2mnukn5b21 6
  put 4amxlf0f7 1
  put wl74cthnt 5
  put m09y51f52 2
  put asonh5hvo 1
  put 2koq5i8fw5 8
  put 1gxszq4b99 6
  put 1v6akoa147 7
  put 1ekp17rew4 9
  put 2gr5veb7pd 2
  put 1t2b9ixxkc 7
  put 188ztfgdfn 7
  put 28cdti2bix 3
  put 2l8sh4bss 9
  put euubri64c 8
  put 2364qp3vo3 6
  put 1fduzlt4iw 3
  put fe0iji27t 2
  put 20vv4a3wxa 7
  put 2g9d4l6rtf 3
  put j9p7s7rzi 6
  put tazbiwwe4 2
  put apnmk0doz 2
  put pd7dtm90f 2
  put 199vkezlf1 4
  put 1ty00wph07 0
  put 2clgix4xvf 2
  put 6nyazyo7i 6
  put 1wkfoxazyf 6
  put 1zssba5v4t 6
  put 1byakdov3j 8
  put 1bpvea7z19 4
  put gw2sad9 0
  put 2xxdcbxse 6
  put 1no96gifgm 0
  put 1zesnxxv0c 8
  put opwpvvo9w 8
  put 8v970fukn 1
  put yo2pns357 3
  put 1yksmqo9pn 3
  put 22n69dvkte 7
  put 22vmw5wcit 5
  put 1r93csja4g 1
  put 1fpisbezx8 6
  put 9uit1tyiv 3
  put 2nzl9co3c0 5
  put 22qj2lzhn 6
  put 2iee7or1wk 5
  put 2i2ksjpf0m 6
  put 1chb4rip1b 9
  put 2t3rv7f9q 0
  put bl5vsdhhy 7
  put ck04kii40 1
  put 1yn1mq8oj9 0
  put ynb46phg0 4
  put b6pq0kknv 2
  put 15f6a5pzel 7
  put 13blpirqk5 5
  put 1tit4htcav 4
  put 1pnwulikmm 5
  put 24dcnmlupj 1
  put 1832ju4j4w 0
  put 6g8c9udby 8
  put 2lvp4rk7cw 6
  put 2pvckzu99l 9
  put 78meo1daa 1
  put 20vmlnhjod 9
  put 2jy7ylrz36 1
  put 2cript8aay 6
  put ieichrpv0 9
  put tbd5q8moy 2
  put wr8pimc81 8
  put 1ctxigqbig 8
  put 1zch41wf8t 7
  put 1pxnofk12e 2
  put okdwkx5h0 3
  put 1v3suc3y6w 4
  put tavct45pt 4
  put 1di3amwcka 0
  put fp4nzvi86 4
  put 23gc5y32w5 8
  put 2pyhyosz6z 6
